Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
H80CS12849,9.00E+07,BPS-H80-008406,Axis Community Health - Livermore Site,3311 Pacific Ave,Livermore,CA,-121.755157,37.67610249
H80CS00496,52700,BPS-H80-006640,BIRCH GROVE CLINIC,9 Good Neighbor Hl,Tofte,MN,-90.8525504,47.56698355
H80CS24198,06E00523,BPS-H80-018613,Daughters of Charity Health Center � Kenner,3715 Williams Blvd Ste 220,Kenner,LA,-90.23913548,30.02406308
H80CS00322,48270,BPS-H80-027286,Phoebe Sumter Medical Center Mobile Medical Unit,339 S Broad St,Ellaville,GA,-84.30875031,32.23287264
H80CS08753,534830,BPS-H80-024922,Middletown Community Health Center,930 9th Ave,Middletown,OH,-84.40803077,39.50686101
H80CS24162,04E00508,BPS-H80-011698,OIC Headquarters,402 E Virginia St,Rocky Mount,NC,-77.78744966,35.9510807
H80CS00786,93640,BPS-H80-015799,Family HealthCare Network - Tulare West Health Center,263 S West St,Tulare,CA,-119.3668287,36.20389261
H80CS04430,922930,BPS-H80-018319,Winters Healthcare 172 E. Grant Avenue,172 E Grant Ave,Winters,CA,-121.9666859,38.52648625
H80CS00605,60330,BPS-H80-005496,Embudo Medical Clinic,2243 State Highway 68,Embudo,NM,-105.8791585,36.21656864
H80CS26591,04E01070,BPS-H80-014504,"Center for Pan Asian Community Services Inc., Community Center",3510 Shallowford Rd NE,Atlanta,GA,-84.2863749,33.89164709
H80CS00383,30820,BPS-H80-018585,MVA Health Center - Mannington,118 Market St,Mannington,WV,-80.34346009,39.53131484
H80CS00836,47990,BPS-H80-029635,Kid's Health - IC Schools,149 Chieftain Cir,Ocilla,GA,-83.24077774,31.57747005
H80CS12843,1.00E+09,BPS-H80-009195,The Open Door Soup Kitchen,160 Main St,Winsted,CT,-73.06400148,41.92091748
H80CS00556,101630,BPS-H80-027308,Pioneer Elementary School,924 Pioneer Rd,Weiser,ID,-116.983935,44.25293718
H80CS08751,438590,BPS-H80-015632,Medical Associates Plus at Keysville,480 Martin Luther King Rd Lot B,Keysville,GA,-82.22167464,33.23917941
H80CS00786,93640,BPS-H80-024962,Family HealthCare Network - Fresno Illinois,2210 E Illinois Ave Ste 206,Fresno,CA,-119.7845298,36.7450056
H80CS00230,90160,BPS-H80-000328,EL PUEBLO HEALTH CENTER,101 W Irvington Rd,Tucson,AZ,-110.969237,32.16320221
H80CS08218,452070,BPS-H80-028141,Cumberland Family Medical Center Russell Administration,404 Steve Dr,Russell Springs,KY,-85.07014509,37.0615115
H80CS28202,04E01125,BPS-H80-014683,HealthFirst Bluegrass Bryan Station,1640 Bryan Station Rd,Lexington,KY,-84.46328201,38.060565
H80CS00784,70290,BPS-H80-010026,Samuel U. Rodgers Health Center J.A. Rogers Family Dental,6400 E 23rd St,Kansas City,MO,-94.50754189,39.08300732
H80CS00677,101540,BPS-H80-024597,Peninsula Community Health Services - Poulsbo Dental,19705 Viking Ave NW Ste 201,Poulsbo,WA,-122.65927,47.741641
H80CS10590,7.00E+59,BPS-H80-028173,Midtown Health Center - Vets Home,600 E Benjamin Ave,Norfolk,NE,-97.39868401,42.04727253
H80CS00138,90780,BPS-H80-000928,"Community Medical Centers, Lodi",2401 W Turner Rd Ste 450,Lodi,CA,-121.3055516,38.14565067
H80CS00614,30880,BPS-H80-017935,Valley Health - Wayne,42 Mcginnis Dr,Wayne,WV,-82.43172225,38.25364072
H80CS00175,34050,BPS-H80-029695,NELSON CENTER,8445 Thomas Nelson Hwy,Lovingston,VA,-78.87944084,37.74979861
H80CS00528,83430,BPS-H80-001684,MISSOULA CITY-COUNTY HEALTH DEPT (PARTNERSHIP HEALTH CENTER),323 W Alder St,Missoula,MT,-113.9958444,46.87606692
H80CS06447,622420,BPS-H80-015559,Spring Branch Community Health Center -  WholeLife Clinic,1905 Jacquelyn Dr Ste 101,Houston,TX,-95.48083751,29.80521101
H80CS00070,37020,BPS-H80-028121,Pathways to Housing,828 Evarts St NE,Washington,DC,-76.99388746,38.92478972
H80CS00476,57880,BPS-H80-019321,Will County Community Health Center - North,323 Quadrangle Dr,Bolingbrook,IL,-88.07548456,41.6904586
H80CS00285,93540,BPS-H80-027300,"Rancho Viejo Middle School, Room 310",985 N Cawston Ave,Hemet,CA,-117.0153512,33.76375052
H80CS00445,101020,BPS-H80-019240,Sea Mar CHC - Federal Way 18th Ave S,31405 18th Ave S,Federal Way,WA,-122.3107775,47.32033499
H80CS00046,90830,BPS-H80-007107,SANTA BARBARA RESCUE MISSION,535 E Yanonali St,Santa Barbara,CA,-119.6846334,34.41892433
H80CS25682,05E01026,BPS-H80-018742,Crossroad Health Center - Taft,270 Southern Ave,Cincinnati,OH,-84.5057273,39.12007918
H80CS00065,21240,BPS-H80-002289,SBHC - CINCINNATUS CENTRAL SCHOOL,2809 Cincinnatus Rd,Cincinnatus,NY,-75.89561376,42.54297922
H80CS08739,911950,BPS-H80-028126,Aria Community Health Center,858 N Cherry St Ste F,Tulare,CA,-119.3376424,36.22014365
H80CS00319,102570,BPS-H80-027775,Lewis &amp; Clark Health Center,1203 Idaho St,Lewiston,ID,-117.017626,46.41722101
H80CS00658,44120,BPS-H80-018152,Quality Health Express II,1411 Piedmont Cutoff,Gadsden,AL,-85.95454999,33.99753899
H80CS00877,910260,BPS-H80-013029,SBFHC-Carson,270 E 223rd St,Carson,CA,-118.272665,33.82418245
H80CS00881,417140,BPS-H80-004266,ORANGE MOUND HEALTH CENTER,2569 Douglass Ave,Memphis,TN,-89.97661461,35.11036341
H80CS00047,90870,BPS-H80-031935,Temporary Site - Safer Ground Radisson,8400 Edes Ave,Oakland,CA,-122.1954369,37.74177953
H80CS00603,60370,BPS-H80-010780,Ben Archer Health Center of Las Cruces,1998 N Motel Blvd,Las Cruces,NM,-106.8120038,32.32473826
H80CS04289,619490,BPS-H80-010264,Lone Star Circle of Care at Killeen,2300 Clear Creek Rd Ste 105,Killeen,TX,-97.80034062,31.11125183
H80CS00639,101030,BPS-H80-013826,Immediate Care,2680 Yakima Valley Hwy Ste B,Sunnyside,WA,-119.9848889,46.31743763
H80CS29020,05E01175,BPS-H80-032218,Compass Community Health - Admin,1656A Coles Blvd,Portsmouth,OH,-82.97892479,38.75865126
H80CS08755,452890,BPS-H80-019252,Cantonment Pediatrics,470 S Highway 29,Cantonment,FL,-87.31245477,30.5968909
H80CS00821,40320,BPS-H80-007655,Avocado Elementary,16969 SW 294th St,Homestead,FL,-80.46552005,25.4937243
H80CS00287,99010,BPS-H80-018635,CATHEDRAL CITY - ADMINISTRATION,69185 Ramon Rd # D-3,Cathedral City,CA,-116.456072,33.81393398
H80CS24131,05E00482,BPS-H80-032260,Burr Ridge Middle School,15W451 91st St,Burr Ridge,IL,-87.92702605,41.72356758
H80CS00394,44110,BPS-H80-018672,Neighborhood Health Business Office,2711 Foster Ave,Nashville,TN,-86.74366519,36.11467374
H80CS00326,12080,BPS-H80-014479,Slade Middle School SBHC,183 Steele St,New Britain,CT,-72.80674403,41.660153
H80CS04287,67960,BPS-H80-030302,Richardson Middle School,11350 Loma Franklin Dr,El Paso,TX,-106.4371725,31.94136899
H80CS31240,09E01227,BPS-H80-021415,First Person Care Clinic,1200 S 4th St,Las Vegas,NV,-115.1499772,36.15720155
H80CS12872,9.00E+03,BPS-H80-021229,WellSpace Health - Professional Health Center for Women,4150 Truxel Rd Ste C,Sacramento,CA,-121.5080626,38.64567478
H80CS06659,112230,BPS-H80-015316,CHCRR Shoreham Family Health Center,2987 Vt Route 22A,Shoreham,VT,-73.30846572,43.898506
H80CS24172,04E00516,BPS-H80-032109,Christ Community Health Services Augusta: Peach Orchard Rd,2604 Peach Orchard Rd Ste 200,Augusta,GA,-82.01813828,33.42545758
H80CS00164,21270,BPS-H80-001920,CompleteCare Women's Medical Professionals,105 Manheim Ave Ste 7,Bridgeton,NJ,-75.21866273,39.43533274
H80CS00217,80730,BPS-H80-012015,STRIDE CHC � Wheat Ridge,7495 W 29th Ave,Wheat Ridge,CO,-105.0808915,39.75846957
H80CS00867,613350,BPS-H80-032500,Kenner Community Health Center,671 W Esplanade Ave,Kenner,LA,-90.26023168,30.02202059
H80CS04220,910140,BPS-H80-027191,ChapCare Lincoln,2055 Lincoln Ave,Pasadena,CA,-118.1597038,34.181226
H80CS00359,90210,BPS-H80-004836,ALVISO HEALTH CENTER,1621 Gold St,Alviso,CA,-121.9760152,37.42478319
H80CS00849,28210,BPS-H80-007295,Mobile Medical Van,14 Maiden Ln,Penn Yan,NY,-77.055258,42.66178594
H80CS29005,05E01186,BPS-H80-030044,Marram Health Center Administrative Offices,601 Wall St,Valparaiso,IN,-87.05349268,41.4889644
H80CS02330,83970,BPS-H80-003374,HEALTH CARE FOR THE HOMELESS,1514 E 12th St Ste 201,Casper,WY,-106.305588,42.8388575
H80CS04289,619490,BPS-H80-027705,Lone Star Circle of Care at El Buen Samaritano,7000 Woodhue Dr Bldg B,Austin,TX,-97.80177158,30.19889894
H80CS00062,20500,BPS-H80-004971,"NEWARK COMMUNITY HEALTH CENTERS, INC.",741 Broadway,Newark,NJ,-74.15891776,40.77536382
H80CS00808,92880,BPS-H80-032386,LifeLong Street Medicine Van #5,2730 Adeline St,Oakland,CA,-122.2823204,37.81983996
H80CS00638,62730,BPS-H80-017475,Noble/Allbritton Elementary School Based Clinic,206 N Barlett St,Hamburg,AR,-91.79061141,33.22643194
H80CS00625,24260,BPS-H80-013635,BronxCare Health and Wellness Center,199 Mount Eden Pkwy,Bronx,NY,-73.90978363,40.84310121
H80CS00650,40940,BPS-H80-013271,Rutherford Health Center,187 W Main St,Spindale,NC,-81.93304059,35.35823167
H80CS00441,51770,BPS-H80-032435,IHB Health and Wellness Center,2010 Minnehaha Ave,Minneapolis,MN,-93.2441528,44.96233455
H80CS00212,81460,BPS-H80-009196,Health Center at Rio Grande,117 W Rio Grande St,Colorado Spgs,CO,-104.82894,38.82445251
H80CS00330,30220,BPS-H80-018280,Broad Top Area Medical Center Family Care Center,835 Washington St,Huntingdon,PA,-78.01714015,40.48825589
H80CS00082,40490,BPS-H80-004846,CURTIS V. COOPER PRI HLTH CARE,2 Roberts St,Savannah,GA,-81.13706346,32.0946841
H80CS00432,43060,BPS-H80-000358,MT. PLEASANT FAMILY HLTH CLINIC,154 Mt Pleasant Rd,Holly Springs,MS,-89.44978352,34.7895651
H80CS00298,421000,BPS-H80-031535,ReGenesis Health Care-Union Family Dentistry,115 Thomas St Ste C,Union,SC,-81.63108294,34.71504452
H80CS00479,30700,BPS-H80-003730,CVHS Charles City,9950 Courthouse Rd,Charles City,VA,-77.07502253,37.35271198
H80CS24149,04E00496,BPS-H80-024862,Mercy office at Marshall Co Cornersville Middle/High school,323 S Main St,Cornersville,TN,-86.84092779,35.35610405
H80CS00662,57260,BPS-H80-007585,"Kenosha Community Health Center, Inc.",6226 14th Ave,Kenosha,WI,-87.82709541,42.57797898
H80CS10748,91080,BPS-H80-028255,San Ysidro Health Mobile Health Services 1H,4004 Beyer Blvd,San Ysidro,CA,-117.0474842,32.55830858
H80CS00677,101540,BPS-H80-030682,Peninsula Community Health Services - Bremerton Ambulatory Team,616 6th St,Bremerton,WA,-122.6288554,47.56734842
H80CS08230,11440,BPS-H80-029811,Caledonia Central Supervisory Union Twinfield School,106 Nasmith Brook Rd,Plainfield,VT,-72.39438566,44.29958283
H80CS04287,67960,BPS-H80-002270,PROJECT VIDA HEALTH CENTER,3607 Rivera Ave,El Paso,TX,-106.4505717,31.77135458
H80CS12873,1.00E+51,BPS-H80-017525,Lane Eye Associates,441 River St,North Springfield,VT,-72.51419339,43.33035302
H80CS00693,40380,BPS-H80-008892,River Valley Medical Center,710 W Main St,Mayo,FL,-83.18389237,30.05646337
H80CS00247,98480,BPS-H80-008524,Santa Paula Hospital Clinic,845 N 10th St Ste 3,Santa Paula,CA,-119.0656641,34.36591738
H80CS24102,08E00468,BPS-H80-017520,BVHC Ashland,501 Main St,Ashland,MT,-106.2668843,45.59190441
H80CS00732,40330,BPS-H80-017029,Horace Mann Middle School,8950 NW 2nd Ave,El Portal,FL,-80.2014015,25.85683019
H80CS06662,530920,BPS-H80-011362,HealthLinc - Valparaiso,1001 Sturdy Rd,Valparaiso,IN,-87.03683751,41.47661999
H80CS00465,10830,BPS-H80-004000,BURNCOAT SCHOOL BASED  HEALTH CENTER,135 Burncoat St,Worcester,MA,-71.78795965,42.29652154
H80CS02331,108170,BPS-H80-031413,Heritage Health- St. Maries- St. Maries Middle School- Art Room,1315 W Jefferson Ave,St Maries,ID,-116.5732674,47.31426551
H80CS00760,45710,BPS-H80-000436,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - SKYLINE",21680 AL Highway 79,Scottsboro,AL,-86.12096974,34.80156081
H80CS00385,31260,BPS-H80-001099,HENRIETTA JOHNSON MEDICAL CENTER,601 New Castle Ave,Wilmington,DE,-75.54349576,39.7273295
H80CS00752,90090,BPS-H80-021987,Mariposa Community Health Center Inc. - Administration Site,825 N Grand Ave Ste 100,Nogales,AZ,-110.931064,31.34755298
H80CS29020,05E01175,BPS-H80-020816,Compass Community Health,411 Court St,Portsmouth,OH,-83.00075608,38.73362982
H80CS00809,41660,BPS-H80-030813,Four Corners Health Center,509 Cagan View Rd,Clermont,FL,-81.67448544,28.35294255
H80CS33657,05E01236,BPS-H80-029551,Highland Health Providers,1487 N High St Ste 102,Hillsboro,OH,-83.61038816,39.2322521
H80CS00477,40910,BPS-H80-002600,WALLTOWN CLINIC,815 Broad St,Durham,NC,-78.91957784,36.0110352
H80CS24158,03E00504,BPS-H80-012108,NHCLV,333 W Union St,Allentown,PA,-75.46187061,40.60227262
H80CS00167,20560,BPS-H80-002848,The Women's Center at Clinton Family,309 Upper Falls Blvd,Rochester,NY,-77.60994586,43.17047095
H80CS00217,80730,BPS-H80-003249,STRIDE CHC � Englewood,3515 S Delaware St,Englewood,CO,-104.9924176,39.65275001
H80CS17157,4.00E+92,BPS-H80-017713,Financial Services Offices,214 E Main St,Providence,KY,-87.75994865,37.39835396
H80CS00266,514720,BPS-H80-024796,Louis B. Russell #48,3445 Central Ave Rm 007,Indianapolis,IN,-86.14967248,39.81920899
H80CS00313,21510,BPS-H80-017339,HRHCare Nyack,84 N Highland Ave,Nyack,NY,-73.92792843,41.09455629
H80CS06674,921430,BPS-H80-029760,Los Angeles Christian Health Centers at Joshua House Health Center,325 E 7th St,Los Angeles,CA,-118.2488662,34.04226726
H80CS00689,50360,BPS-H80-015643,Great Lakes Bay Health Centers Integrated Care Saginaw,500 Hancock St,Saginaw,MI,-83.96359225,43.41844901
H80CS12878,3.00E+52,BPS-H80-018494,The Myers Clinic,3 Healthcare Dr,Philippi,WV,-80.06190831,39.14380202
H80CS00070,37020,BPS-H80-013797,Cardozo Student Health Center,1200 Clifton St NW,Washington,DC,-77.02847296,38.92218031
H80CS00693,40380,BPS-H80-012071,Edwins Elementary School,7 Wright Pkwy SW,Fort Walton Beach,FL,-86.63918719,30.41192182
H80CS00617,30890,BPS-H80-032434,Preston-Taylor Pharmacy,25 W Bluemont St,Grafton,WV,-80.01853193,39.34497679
H80CS08785,452880,BPS-H80-027212,Gallatin County Lower Elemetary,25 Boaz Dr,Warsaw,KY,-84.89396096,38.78349199
H80CS00326,12080,BPS-H80-019687,Jefferson Elementary School SBHC,140 Horseplain Rd,New Britain,CT,-72.79933979,41.69620478
H80CS00488,13240,BPS-H80-005124,Katahdin Valley Health Center Houlton,59 Bangor St,Houlton,ME,-67.84634353,46.12266777
H80CS00421,412790,BPS-H80-003447,DRY CREEK MEDICAL CENTER,1826 N Main Ave,Erwin,TN,-82.37882666,36.17167538
H80CS00748,50060,BPS-H80-018882,CHP Harvard Dental Clinic,62 N Ayer St,Harvard,IL,-88.61443607,42.42134987
H80CS26602,1.00E+137,BPS-H80-027322,Coast Community Health - Wellness Center,716 Highway 101,Port Orford,OR,-124.4963569,42.74432237
H80CS00445,101020,BPS-H80-000992,Sea Mar CHC - Bellingham Cordata Parkway,4455 Cordata Pkwy,Bellingham,WA,-122.4961467,48.80135173
H80CS00108,50210,BPS-H80-021558,Cadillac Schools Behavioral Health Services ( Lincoln School ),125 Ayer St Rm 149,Cadillac,MI,-85.40394817,44.2615242
H80CS24198,06E00523,BPS-H80-031139,FirstLine Live Oak,3128 Constance St,New Orleans,LA,-90.0851735,29.92346214
H80CS08771,1010860,BPS-H80-032149,Waterfall Clinic Millicoma Intermediate School SBHC,260 2nd Ave Ste Sbhc,Coos Bay,OR,-124.1979368,43.36627954
H80CS00821,40320,BPS-H80-003456,Dorothy M. Wallace COPE Center,10225 SW 147th Ter,Miami,FL,-80.35901078,25.6326776
H80CS00580,47980,BPS-H80-004534,DURANT CLINIC,33795 Hunter Blvd,Durant,MS,-89.85795997,33.08070999
H80CS12872,9.00E+03,BPS-H80-013549,WellSpace Health - South Valley Children's Dental Clinic,8231 E Stockton Blvd Ste C,Sacramento,CA,-121.4105731,38.45973835
H80CS00399,52900,BPS-H80-021047,North Street,215 W North St,Waverly,OH,-82.98857131,39.12703251
H80CS00282,91670,BPS-H80-009950,VCC:  LA TORTUGA,465 La Tortuga Dr,Vista,CA,-117.2585494,33.19007781
H80CS00356,21030,BPS-H80-000665,Costa Salud Community Health Centers - Rincon,28 Calle Munoz Rivera W,Rincon,PR,-67.25207628,18.33790673
H80CS00185,41680,BPS-H80-024478,VICTORIA AVE. ADMIN SITE,1926 Victoria Ave,Fort Myers,FL,-81.87370099,26.6370125
H80CS00833,32900,BPS-H80-021550,Maria de los Santos Women's Health Center,400 W Allegheny Ave,Philadelphia,PA,-75.13680482,39.99950536
H80CS06459,618980,BPS-H80-014885,RKM Primary Care Springfield,27124 Highway 42,Springfield,LA,-90.55584905,30.43329819
H80CS03983,526100,BPS-H80-000899,VNA Health Center - Aurora Highland,400 N Highland Ave,Aurora,IL,-88.32909748,41.765884
H80CS28973,04E01160,BPS-H80-027256,Valcourt Pediatric Associates,124 Medical Park Dr,Walterboro,SC,-80.66903458,32.92310762
H80CS00794,42850,BPS-H80-029791,RHMPI Selma Mobile Unit Health Center,101 Park Pl,Selma,AL,-87.05313905,32.42674866
H80CS00247,98480,BPS-H80-012254,Moorpark Family Medical Clinic,612 Spring Rd Bldg A,Moorpark,CA,-118.8746606,34.28157943
H80CS00393,43340,BPS-H80-027883,CareConnect Convenient Care,1424 N Expressway Ste 121-123,Griffin,GA,-84.28828497,33.271263
H80CS01136,106210,BPS-H80-007069,SVT Health & Wellness,206 Main St,Seldovia,AK,-151.7121678,59.43687509
H80CS00688,32300,BPS-H80-018769,Fox Township Dental Clinic,176 Skyline Dr,Kersey,PA,-78.60481508,41.35560002
H80CS00138,90780,BPS-H80-008863,"Community Medical Centers, Manteca",200 Cottage Ave,Manteca,CA,-121.1976907,37.79925456
H80CS00205,63450,BPS-H80-014174,PMS - Farmington Community Health Center Substance Abuse Services,744 W Animas St,Farmington,NM,-108.2175586,36.72714171
H80CS00285,93540,BPS-H80-029732,Lilac School,30109 Lilac Rd,Valley Center,CA,-117.0689978,33.25663465
H80CS00226,91160,BPS-H80-018050,Salud at 208 Green Valley,208 Green Valley Rd,Freedom,CA,-121.770687,36.93763498
H80CS00300,612210,BPS-H80-018608,CAROLINE STREET CLINIC,1934 Caroline St,Houston,TX,-95.36817392,29.74807098
H80CS00707,30560,BPS-H80-002379,RURAL HEALTH CORPORATION OF NE PENNSYLVANIA,1084 Highway 315 Blvd,Wilkes Barre,PA,-75.8248571,41.25489135
H80CS00827,38440,BPS-H80-012282,Mobile Unit#1,116 Hills Plz,Charleston,WV,-81.67064779,38.3686564
H80CS00210,74010,BPS-H80-027344,Konza Prairie School Based Health Center,900 N Eisenhower Dr,Junction City,KS,-96.84920722,39.03160732
H80CS00107,49000,BPS-H80-027435,Dr. A. J. Robinson Health Center,800 Martin Luther King Jr Dr,Lumberton,NC,-79.01703615,34.61583607
H80CS30749,04E01256,BPS-H80-019422,Osceola Community Health Services Dental,1875 Fortune Rd,Kissimmee,FL,-81.36857003,28.30423749
H80CS00345,30790,BPS-H80-004373,AccessHealth PMU,200 Carriage Dr,Beckley,WV,-81.20033769,37.78764387
H80CS00463,49070,BPS-H80-011345,"Community Health Centers of Pinellas, Inc - Clearwater",707 Druid Rd E,Clearwater,FL,-82.79620126,27.95722033
H80CS03983,526100,BPS-H80-011322,VNA Health Center - Elgin Villa,801 Villa St,Elgin,IL,-88.25941402,42.02770641
H80CS00270,105600,BPS-H80-010992,Harriman Health Clinic,1128 NW Harriman St,Bend,OR,-121.3100931,44.0610938
H80CS00806,13260,BPS-H80-032014,North Quabbin Health Center- Dental,119 New Athol Rd Ste 120,Orange,MA,-72.26419433,42.5844027
H80CS00422,44090,BPS-H80-019513,Jessamine Early Learning Village,851 Wilmore Rd,Nicholasville,KY,-84.59164501,37.88279019
H80CS26633,03E01049,BPS-H80-022211,OPC Shady Side V1,6131 Shady Side Rd,Shady Side,MD,-76.51276396,38.82973412
H80CS00483,46800,BPS-H80-027567,Person Family Dental Center Roxboro Site,706 N Main St,Roxboro,NC,-78.97804246,36.40227236
H80CS08232,1017080,BPS-H80-009104,DAHL MEMORIAL CLINIC,350 14th,Skagway,AK,-135.3064185,59.46070726
H80CS00195,53320,BPS-H80-030706,Temporary Site - Wood River Testing Site,230 N Old Saint Louis Rd,Wood River,IL,-90.10351118,38.86536714
H80CS00768,23710,BPS-H80-001121,AMSTERDAM FAMILY HEALTH CENTER,690 Amsterdam Ave,New York,NY,-73.97169312,40.79227829
H80CS26607,09E01065,BPS-H80-017352,Greenville Rancheria Administration,1405 Montgomery Rd,Red Bluff,CA,-122.2250853,40.15808502
H80CS04214,438180,BPS-H80-008802,Citrus Maternal and Child Health Center,551 W 51st Pl,Hialeah,FL,-80.293829,25.86902753
H80CS00313,21510,BPS-H80-027225,Bay Street Health Center,57 Bay St,Staten Island,NY,-74.07567213,40.6405749
H80CS26617,09E01073,BPS-H80-021043,503 - Administrative Site,503 S Atlantic Blvd,Los Angeles,CA,-118.1553414,34.02701391
H80CS00691,42710,BPS-H80-013780,Palms Medical Group - Lake City,173 NW Albritton Ln,Lake City,FL,-82.63969093,30.21964746
H80CS00501,45050,BPS-H80-000140,SANDHILLS MEDICAL  Inc. - MCBEE site,645 S Seventh St,Mc Bee,SC,-80.26014414,34.4599506
H80CS08780,452920,BPS-H80-028191,"Diversity Health Center, Inc.-Fraser Dr. Admin Suite B",301 Fraser Dr Unit B,Hinesville,GA,-81.59102407,31.84558186
H80CS00313,21510,BPS-H80-024726,Eugene Brook Intermediate School,194 Haight Rd,Amenia,NY,-73.53585427,41.88638982
H80CS00438,72110,BPS-H80-017241,"Charles Drew Health Center, Inc. Dental Mobile Unit - Tooth Mobile",2915 Grant St,Omaha,NE,-95.95608899,41.27991575
H80CS00134,80030,BPS-H80-031179,The Pulse School-Based Health Center,1215 Main St Ste B,Canon City,CO,-105.2308629,38.44524528
H80CS00180,46560,BPS-H80-017762,Lifespan Health - SMC,255 Wayne Rd,Savannah,TN,-88.24200858,35.22605563
H80CS00836,47990,BPS-H80-008608,South Central Family Health Care,607 N Irwin Ave,Ocilla,GA,-83.25027433,31.60195733
H80CS00598,20650,BPS-H80-028231,Mobile Medical Clinic-DR,Carr 152,Cedro Arriba,PR,-66.28312176,18.25796028
H80CS00423,40210,BPS-H80-018256,CFHC Winter Haven Women and Children,201 Magnolia Ave SW,Winter Haven,FL,-81.72962311,28.01965541
